54786739832,2
1626939767,2
53384167500,2
46892184198,2
4609771235,2
6006148979,2
7984960617,2
20749363626,2
3065552167,2
49146673885,2
52126097287,2
52126393244,2
8385293470,2
11220213185,2
48207335157,2
32715826723,2
2261595772,2
1443180063,2
1487906093,2
1793727724,2
748641711,2
2096560811,2
49378384375,2
1436903447,2
3749797667,2
48531437310,2
48311429621,2
47918421919,2
47879231778,2
47917763297,2
7359019916,2
46435104886,2
5445272232,2
1668872908,2
2277408347,2
47352625292,2
3703874838,2
12007313287,2
46622150336,2
2126110246,2
46202497957,2
4579002926,2
625084489,2
2300559515,2
207928226,2
19517344768,2
20286424990,2
1901169506,2
32210831596,2
19379552762,2
48858790841,2
52681746730,2
7708486337,2
47957315760,2
53425567737,2
3041525537,2
37563935759,2
19799733583,2
48931632675,2
26575682463,2
52751772664,2
18093494087,2
52255268147,2
52981496275,2
7872948620,2
54032148077,2
34844642424,2
18173374984,2
54310043802,2
44747958790,2
53640122331,2
25754945455,2
44371980439,2
45323545866,2
50655645875,2
49294135657,2
2231113904,2
5870978623,2
48260987970,2
7311813313,2
48027949031,2
52921946336,2
5892722089,2
50018813010,2
47564307340,2
45195019822,2
5319522002,2
54285965239,2
53472316675,2
47388271841,2
6158995429,2
7200992347,2
2245777563,2
2319337039,2
3193278800,2
28587411786,2
50231558953,2
46201854727,2
5431477624,2
40132392,2
44751786633,2
2957228142,2
54786739832,2
38885135617,2
25486153718,2
259345796,2
53895245767,2
4441877675,2
26555346654,2
32401682542,2
2802359,2
30114096130,2
31393154738,2
3192624596,2
8166618909,2
12433391391,2
52775356326,2
7201168328,2
7452689691,2
50771399313,2
7109276968,2
44040966484,2
32716835942,2
52526024051,2
51342188986,2
5648126236,2
7936618886,2
43353911486,2
35323242830,2
40132088826,2
5726389515,2
7378942675,2
29362107396,2
551506354,2
11559173247,2
52128265077,2
50285372514,2
189364959,2
7217390681,2
13007711129,2
13370031479,2
16472633157,2
26810013918,2
51720973771,2
52653233881,2
8505513621,2
52266977047,2
22381826782,2
33661834318,2
51337334296,2
4180563814,2
51125297537,2
49968505206,2
4372995869,2
49979133906,2
52636856731,2
5680254364,2
2696114554,2
1915695191,2
5550002840,2
52255850029,2
10669152095,2
1021803585,2
52326792452,2
2525002148,2
2314508277,2
2154031360,2
50784945191,2
7200420470,2
1726816180,2
1410491308,2
50437501530,2
25873466137,2
4067579228,2
8756432700,2
49614898244,2
44378516501,2
49734003789,2
13574424728,2
4755870809,2
12695957,2
46608908068,2
634564793,2
7873621914,2
1807426818,2
47640871140,2
6653119141,2
2517669282,2
37144679455,2
12577265452,2
39901162515,2
19780588506,2
8606473085,2
5870502898,2
6748715659,2
5757399436,2
254029422,2
43113348766,2
2013710906,2
3897179488,2
1506080161,2
1066080851,2
3969718718,2
32199489910,2
50380472921,2
7634538323,2
3283860155,2
51123806548,2
5883405301,2
16020753435,2
1231262397,2
49605855070,2
53909843549,2
2837576126,2
1946046797,2
262848191,2
1995517116,2
7282875074,2
